,key,project,author,field,created,text,textLength
3801,MESOS-2324,mesos,xujyan,description,2015-02-09 21:26:05.755,"Using temporary directory I0206 15065 Opened db in I0206 15065 Compacted db in I0206 15065 Created db iterator in 23534ns I0206 15065 Seeked to beginning of db in 2175ns I0206 15065 Iterated through 0 keys in the db in 417ns I0206 15065 Replica recovered with log positions 0 - 0 with 1 holes and 0 unlearned I0206 15086 Starting replica recovery I0206 15086 Replica is in EMPTY status I0206 15086 Replica in EMPTY status received a broadcasted recover request I0206 15086 Received a recover response from a replica in EMPTY status I0206 15086 Updating replica status to STARTING I0206 15086 Persisting metadata (8 bytes) to leveldb took I0206 15086 Persisted replica status to STARTING I0206 15086 Replica is in STARTING status I0206 15086 Replica in STARTING status received a broadcasted recover request I0206 15091 Received a recover response from a replica in STARTING status I0206 15087 Updating replica status to VOTING I0206 15087 Persisting metadata (8 bytes) to leveldb took I0206 15087 Persisted replica status to VOTING I0206 15087 Successfully joined the Paxos group I0206 15087 Recover process terminated I0206 15087 Master (utopic) started on I0206 15087 Master only allowing authenticated frameworks to register I0206 15087 Master only allowing authenticated slaves to register I0206 15087 Loading credentials for authentication from I0206 15087 Authorization enabled I0206 15086 The newly elected leader is with id I0206 15086 Elected as the leading master! I0206 15086 Recovering from registrar I0206 15088 Recovering registrar I0206 15088 Attempting to start the writer I0206 15088 Replica received implicit promise request with proposal 1 I0206 15088 Persisting metadata (8 bytes) to leveldb took I0206 15088 Persisted promised to 1 I0206 15091 Coordinator attemping to fill missing position I0206 15091 Replica received explicit promise request for position 0 with proposal 2 I0206 15091 Persisting action (8 bytes) to leveldb took I0206 15091 Persisted action at 0 I0206 15091 Replica received write request for position 0 I0206 15091 Reading position from leveldb took 28872ns I0206 15091 Persisting action (14 bytes) to leveldb took I0206 15091 Persisted action at 0 I0206 15089 Replica received learned notice for position 0 I0206 15089 Persisting action (16 bytes) to leveldb took I0206 15089 Persisted action at 0 I0206 15089 Replica learned NOP action at position 0 I0206 15091 Writer started with ending position 0 I0206 15091 Reading position from leveldb took 30248ns I0206 15091 Successfully fetched the registry (0B) in I0206 15091 Applied 1 operations in 30768ns; attempting to update the 'registry' I0206 15086 Attempting to append 119 bytes to the log I0206 15086 Coordinator attempting to write APPEND action at position 1 I0206 15088 Replica received write request for position 1 I0206 15088 Persisting action (136 bytes) to leveldb took I0206 15088 Persisted action at 1 I0206 15084 Replica received learned notice for position 1 I0206 15084 Persisting action (138 bytes) to leveldb took I0206 15084 Persisted action at 1 I0206 15084 Replica learned APPEND action at position 1 I0206 15084 Successfully updated the 'registry' in I0206 15086 Attempting to truncate the log to 1 I0206 15086 Coordinator attempting to write TRUNCATE action at position 2 I0206 15086 Replica received write request for position 2 I0206 15084 Successfully recovered registrar I0206 15087 Recovered 0 slaves from the Registry (83B) ; allowing 10mins for slaves to re-register I0206 15086 Persisting action (16 bytes) to leveldb took I0206 15086 Persisted action at 2 I0206 15086 Replica received learned notice for position 2 I0206 15086 Persisting action (18 bytes) to leveldb took I0206 15086 Deleting keys from leveldb took 37762ns I0206 15086 Persisted action at 2 I0206 15086 Replica learned TRUNCATE action at position 2 I0206 15065 Using isolation: I0206 15088 Slave started on I0206 15088 Loading credential for authentication from I0206 15088 Slave using credential for: test-principal I0206 15088 Slave resources: cpus( disk( ): I0206 15088 Slave hostname: utopic I0206 15088 Slave checkpoint: false W0206 15088 Disabling checkpointing is deprecated and the flag will be removed in a future release. Please avoid using this flag I0206 15090 Recovering state from I0206 15088 Recovering status update manager I0206 15088 Recovering containerizer I0206 15088 Finished recovery I0206 15087 Pausing sending status updates I0206 15088 New master detected at I0206 15088 Authenticating with master I0206 15088 Using default CRAM-MD5 authenticatee I0206 15089 Creating new client SASL connection I0206 15089 Authenticating I0206 15089 Using default CRAM-MD5 authenticator I0206 15089 Creating new server SASL connection I0206 15089 Received SASL authentication mechanisms: CRAM-MD5 I0206 15089 Attempting to authenticate with mechanism 'CRAM-MD5' I0206 15088 Detecting new master I0206 15091 Received SASL authentication start I0206 15091 Authentication requires more steps I0206 15089 Received SASL authentication step I0206 15090 Received SASL authentication step I0206 15090 Authentication success I0206 15090 Successfully authenticated principal at I0206 15089 Authentication success I0206 15089 Successfully authenticated with master I0206 15089 Registering slave at (utopic) with id I0206 15089 Applied 1 operations in 88902ns; attempting to update the 'registry' I0206 15065 Version: I0206 15090 New master detected at I0206 15090 Authenticating with master I0206 15090 Using default CRAM-MD5 authenticatee I0206 15090 Creating new client SASL connection I0206 15089 Attempting to append 285 bytes to the log I0206 15089 Coordinator attempting to write APPEND action at position 3 I0206 15086 Authenticating I0206 15086 Using default CRAM-MD5 authenticator I0206 15086 Creating new server SASL connection I0206 15090 Received SASL authentication mechanisms: CRAM-MD5 I0206 15090 Attempting to authenticate with mechanism 'CRAM-MD5' I0206 15088 Received SASL authentication start I0206 15088 Authentication requires more steps I0206 15090 Received SASL authentication step I0206 15084 Received SASL authentication step I0206 15084 Authentication success I0206 15084 Successfully authenticated principal at I0206 15090 Authentication success I0206 15086 Successfully authenticated with master I0206 15086 Received registration request for framework 'framework1' at I0206 15086 Authorizing framework principal to receive offers for role ' mem( ports( mem( ports( mem( ports( mem( ports( mem( ports( ' I0206 15087 Registering framework (framework2) at I0206 15087 Framework registered with I0206 15087 Added framework I0206 15087 Sending 1 offers to framework (framework2) at I0206 15065 Asked to stop the driver I0206 15086 Stopping framework I0206 15090 Asked to unregister framework I0206 15090 Removing framework (framework2) at Failure Mock function called more times than expected - taking default action specified at: Function call: Expected: to be called once Actual: called twice - over-saturated and active Failure Mock function called more times than expected - taking default action specified at: Function call: , 16-byte object ) Expected: to be called once Actual: called twice - over-saturated and active I0206 15090 Asked to shut down framework by W0206 15090 Cannot shut down unknown framework I0206 15090 Deactivated framework I0206 15090 Recovered cpus( disk( ): (total allocatable: cpus( disk( on slave from framework I0206 15090 Removed framework I0206 15085 Master terminating I0206 15086 exited W0206 15086 Master disconnected! Waiting for a new master to be elected I0206 15065 Slave terminating where TypeParam (360 ms)",7666
3874,MESOS-1817,mesos,nnielsen,description,2014-09-19 00:18:32.272,"We have run into a problem that cause tasks which completes, when a framework is disconnected and has a fail-over time, to remain in a running state even though the tasks actually finishes. This hogs the cluster and gives users a inconsistent view of the cluster state. Going to the slave, the task is finished. Going to the master, the task is still in a non-terminal state. When the scheduler reattaches or the failover timeout expires, the tasks finishes correctly. The current workflow of this scheduler has a long fail-over timeout, but may on the other hand never reattach. Here is a test framework we have been able to reproduce the issue with: It launches many short-lived tasks (1 second sleep) and when killing the framework instance, the master reports the tasks as running even after several minutes: When clicking on one of the slaves where, for example, task 49 runs; the slave knows that it completed: Here is the log of a mesos-local instance where I reproduced it: (Here task 10 to 19 are stuck in running state). There is a lot of output, so here is a filtered log for task 10: The problem turn out to be an issue with the ack-cycle of status updates: If the framework disconnects (with a failover timeout set), the status update manage on the slaves will keep trying to send the front of status update stream to the master (which in turn forwards it to the framework). If the first status update after the disconnect is terminal, things work out fine; the master pick the terminal state up, removes the task and release the resources. If, on the other hand, one non-terminal status is in the stream. The master will never know that the task finished (or failed) before the framework reconnects. During a discussion on the dev mailing list ( we enumerated a couple of options to solve this problem. First off, having two ack-cycles: one between masters and slaves and one between masters and frameworks, would be ideal. We would be able to replay the statuses in order while keeping the master state current. However, this requires us to persist the master state in a replicated storage. As a first pass, we can make sure that the tasks caught in a running state doesn't hog the cluster when completed and the framework being disconnected. Here is a to work out of: A new (optional) field have been added to the internal status update message: Which makes it possible for the status update manager to set the field, if the latest status was terminal: I added a test which should high-light the issue as well: I would love some input on the approach before moving on. There are rough edges in the PoC which (of course) should be addressed before bringing it for up review.",2689
3923,MESOS-830,mesos,greggomann,description,2015-08-03 21:14:43.067,"Identify the cause of the following test failure: Using temporary directory Enabling authentication for the framework I1120 1681264640 Master started on I1120 1681264640 Master ID: I1120 1681264640 Master only allowing authenticated frameworks to register! I1120 1679654912 Slave started on I1120 1679654912 Slave resources: cpus( disk( ): I1120 1682337792 Slave started on I1120 1682337792 Slave resources: cpus( disk( ): I1120 1679118336 The newly elected leader is I1120 1679118336 Elected as the leading master! I1120 1681264640 Recovering state from I1120 1681264640 Recovering status update manager I1120 1681801216 Recovering isolator I1120 1682874368 Finished recovery I1120 1682337792 Recovering state from I1120 1680191488 Slave started on I1120 1682337792 Recovering status update manager I1120 1680728064 Authenticating with master I1120 1680191488 Slave resources: cpus( disk( ): I1120 1682874368 New master detected at I1120 1682337792 Recovering isolator I1120 1680728064 Detecting new master I1120 1679654912 Initializing client SASL I1120 1680191488 Recovering state from I1120 1679118336 New master detected at I1120 1682874368 Detecting new master I1120 1682337792 Finished recovery I1120 1681264640 Attempting to register slave on at I1120 1680728064 Recovering status update manager I1120 1681801216 New master detected at I1120 1681264640 Adding slave at with cpus( disk( ): I1120 1680728064 Recovering isolator I1120 1681801216 Detecting new master I1120 1682874368 New master detected at I1120 1680191488 Registered with master given slave ID I1120 1681264640 Attempting to register slave on at I1120 1681264640 Adding slave at with cpus( disk( ): I1120 1680191488 Checkpointing SlaveInfo to I1120 1682874368 Added slave with cpus( disk( ): (and cpus( disk( ): available) I1120 1680728064 Registered with master given slave ID I1120 1679118336 Finished recovery I1120 1680728064 Checkpointing SlaveInfo to I1120 1682874368 Added slave with cpus( disk( ): (and cpus( disk( ): available) I1120 1681264640 New master detected at I1120 1679118336 New master detected at I1120 1681264640 Detecting new master I1120 1682874368 Attempting to register slave on at I1120 1682874368 Adding slave at with cpus( disk( ): I1120 1680728064 Registered with master given slave ID I1120 1680728064 Checkpointing SlaveInfo to I1120 1682874368 Added slave with cpus( disk( ): (and cpus( disk( ): available) I1120 1679654912 Creating new client SASL connection I1120 1680191488 Authenticating framework at I1120 1682337792 Initializing server SASL I1120 1682337792 Creating new server SASL connection I1120 1681264640 Received SASL authentication mechanisms: CRAM-MD5 I1120 1681264640 Attempting to authenticate with mechanism 'CRAM-MD5' I1120 1681264640 Received SASL authentication start I1120 1681264640 Authentication requires more steps I1120 1681264640 Received SASL authentication step I1120 1681264640 Received SASL authentication step I1120 1681264640 Authentication success I1120 1681264640 Authentication success I1120 1681264640 Successfully authenticated framework at I1120 1681264640 Successfully authenticated with master I1120 1681264640 Received registration request from I1120 1681264640 Registering framework at I1120 1680191488 Added framework I1120 1680191488 Sending 3 offers to framework Registered! ID Launching task 0 Launching task 1 Launching task 2 I1120 1680191488 Processing reply for offer on slave for framework I1120 1680191488 Adding task 0 with resources cpus( on slave I1120 1680191488 Launching task 0 of framework with resources cpus( on slave I1120 1680191488 Processing reply for offer on slave for framework I1120 1680191488 Adding task 1 with resources cpus( on slave I1120 1680191488 Launching task 1 of framework with resources cpus( on slave I1120 1680191488 Processing reply for offer on slave for framework I1120 1680191488 Adding task 2 with resources cpus( on slave I1120 1680191488 Launching task 2 of framework with resources cpus( on slave I1120 1680191488 Got assigned task 0 for framework I1120 1680191488 Launching task 0 for framework I1120 1682874368 Got assigned task 1 for framework I1120 1680728064 Got assigned task 2 for framework I1120 1681801216 Framework filtered slave for 1secs I1120 1682874368 Launching task 1 for framework I1120 1681801216 Framework filtered slave for 1secs I1120 1681801216 Framework filtered slave for 1secs I1120 1680728064 Launching task 2 for framework I1120 1680191488 Queuing task '0' for utor default of framework I1120 1679118336 Launching default utor) in with resources ' for framework I1120 1679118336 Forked utor at 3268 I1120 1679118336 Monitoring utor default of framework forked at pid 3268 I1120 1682874368 Queuing task '1' for utor default of framework I1120 1682874368 Launching default utor) in with resources ' for framework I1120 1682874368 Forked utor at 3269 I1120 1681801216 Monitoring utor default of framework forked at pid 3269 E1120 1681801216 Failed to watch utor default of framework Already watched I1120 1680728064 Queuing task '2' for utor default of framework I1120 1681801216 Launching default utor) in with resources ' for framework I1120 1681801216 Forked utor at 3270 I1120 1681801216 Monitoring utor default of framework forked at pid 3270 E1120 1681801216 Failed to watch utor default of framework Already watched Fetching resources into Fetching resources into Fetching resources into I1120 1681801216 Got registration for utor 'default' of framework I1120 1681801216 Flushing queued task 1 for utor 'default' of framework I1120 1681801216 Got registration for utor 'default' of framework I1120 1681801216 Flushing queued task 0 for utor 'default' of framework I1120 1679654912 Got registration for utor 'default' of framework I1120 1679654912 Flushing queued task 2 for utor 'default' of framework Registered utor on I1120 1679654912 Handling status update TASK RUNNING (UUID: for task 1 of framework from I1120 1679654912 Received status update TASK RUNNING (UUID: for task 1 of framework I1120 1679654912 Forwarding status update TASK RUNNING (UUID: for task 1 of framework to Registered utor on I1120 1682337792 Status update TASK RUNNING (UUID: for task 1 of framework from I1120 1682337792 Sending for status update TASK RUNNING (UUID: for task 1 of framework to Status update: task 1 is in state TASK RUNNING I1120 1679654912 Received status update (UUID: for task 1 of framework Registered utor on I1120 1679654912 Handling status update TASK RUNNING (UUID: for task 2 of framework from I1120 1680728064 Received status update TASK RUNNING (UUID: for task 2 of framework I1120 1680728064 Forwarding status update TASK RUNNING (UUID: for task 2 of framework to I1120 1682874368 Sending for status update TASK RUNNING (UUID: for task 2 of framework to I1120 1681801216 Status update TASK RUNNING (UUID: for task 2 of framework from Status update: task 2 is in state TASK RUNNING I1120 1682874368 Received status update (UUID: for task 2 of framework I1120 1682874368 Handling status update TASK RUNNING (UUID: for task 0 of framework from I1120 1682874368 Received status update TASK RUNNING (UUID: for task 0 of framework I1120 1682874368 Forwarding status update TASK RUNNING (UUID: for task 0 of framework to I1120 1682874368 Status update TASK RUNNING (UUID: for task 0 of framework from I1120 1682874368 Sending for status update TASK RUNNING (UUID: for task 0 of framework to Status update: task 0 is in state TASK RUNNING I1120 1682874368 Received status update (UUID: for task 0 of framework Running task value: ""1"" I1120 1682337792 Handling status update TASK FINISHED (UUID: for task 1 of framework from I1120 1682337792 Received status update TASK FINISHED (UUID: for task 1 of framework I1120 1682337792 Forwarding status update TASK FINISHED (UUID: for task 1 of framework to I1120 1682337792 Status update TASK FINISHED (UUID: for task 1 of framework from I1120 1682337792 Removing task 1 with resources cpus( on slave 2Status update: task 1 is in state TASK FINISHED Finished tasks: 1 I1120 1679118336 Sending for status update TASK FINISHED (UUID: for task 1 of framework to I1120 1682337792 Recovered cpus( (total allocatable: cpus( disk( on slave from framework I1120 1679118336 Received status update (UUID: for task 1 of framework Running task value: ""0"" Running task value: ""2"" I1120 1679118336 Handling status update TASK FINISHED (UUID: for task 0 of framework from I1120 1680728064 Received status update TASK FINISHED (UUID: for task 0 of framework I1120 1680728064 Forwarding status update TASK FINISHED (UUID: for task 0 of framework to I1120 1679118336 Status update TASK FINISHED (UUID: for task 0 of framework from I1120 1679118336 Removing task 0 with resources cpus( on slave I1120 1679118336 Sending for status update TASK FINISHED (UUID: for task 0 of framework to Status update: task 0 is in state TASK FINISHED Finished tasks: 2 I1120 1680191488 Recovered cpus( (total allocatable: cpus( disk( on slave from framework I1120 1679118336 Received status update (UUID: for task 0 of framework I1120 1681801216 Handling status update TASK FINISHED (UUID: for task 2 of framework from I1120 1679118336 Received status update TASK FINISHED (UUID: for task 2 of framework I1120 1679118336 Forwarding status update TASK FINISHED (UUID: for task 2 of framework to I1120 1680728064 Status update TASK FINISHED (UUID: for task 2 of framework from I1120 1679118336 Sending for status update TASK FINISHED (UUID: for task 2 of framework to I1120 1680728064 Removing task 2 with resources cpus( on slave I1120 1679118336 Recovered cpus( (total allocatable: cpus( disk( on slave from framework Status update: task 2 is in state TASK FINISHED Finished tasks: 3 I1120 1680728064 Received status update (UUID: for task 2 of framework I1120 1681801216 Sending 3 offers to framework Launching task 3 Launching task 4 I1120 1679118336 Processing reply for offer on slave for framework I1120 1679118336 Adding task 3 with resources cpus( on slave I1120 1679118336 Launching task 3 of framework with resources cpus( on slave I1120 1680728064 Got assigned task 3 for framework I1120 1680728064 Launching task 3 for framework I1120 1679118336 Processing reply for offer on slave for framework I1120 1680728064 Sending task '3' to utor 'default' of framework I1120 1679118336 Adding task 4 with resources cpus( on slave I1120 1679118336 Launching task 4 of framework with resources cpus( on slave I1120 1679118336 Processing reply for offer on slave for framework I1120 1680728064 Framework filtered slave for 1secs I1120 1679118336 Got assigned task 4 for framework I1120 1680728064 Framework filtered slave for 1secs I1120 1679118336 Launching task 4 for framework I1120 1680728064 Framework filtered slave for 1secs I1120 1679118336 Sending task '4' to utor 'default' of framework Running task value: ""3"" Running task value: ""4"" I1120 1682337792 Handling status update TASK RUNNING (UUID: for task 3 of framework from I1120 1679118336 Received status update TASK RUNNING (UUID: for task 3 of framework I1120 1679118336 Forwarding status update TASK RUNNING (UUID: for task 3 of framework to I1120 1682337792 Status update TASK RUNNING (UUID: for task 3 of framework from Status update: task 3 is in state TASK RUNNING I1120 1679118336 Sending for status update TASK RUNNING (UUID: for task 3 of framework to I1120 1679118336 Handling status update TASK FINISHED (UUID: for task 3 of framework from I1120 1679118336 Received status update (UUID: for task 3 of framework I1120 1679118336 Received status update TASK FINISHED (UUID: for task 3 of framework I1120 1679118336 Forwarding status update TASK FINISHED (UUID: for task 3 of framework to I1120 1679118336 Handling status update TASK RUNNING (UUID: for task 4 of framework from I1120 1679118336 Sending for status update TASK FINISHED (UUID: for task 3 of framework to I1120 1680728064 Received status update TASK RUNNING (UUID: for task 4 of framework I1120 1682337792 Status update TASK FINISHED (UUID: for task 3 of framework from I1120 1680728064 Forwarding status update TASK RUNNING (UUID: for task 4 of framework to I1120 1682337792 Removing task 3 with resources cpus( on slave I1120 1682337792 Status update TASK RUNNING (UUID: for task 4 of framework from I1120 1680728064 Recovered cpus( (total allocatable: cpus( disk( on slave from framework I1120 1680728064 Sending for status update TASK RUNNING (UUID: for task 4 of framework to Status update: task 3 is in state TASK FINISHED Finished tasks: 4 Status update: task 4 is in state TASK RUNNING I1120 1682337792 Received status update (UUID: for task 3 of framework I1120 1680728064 Received status update (UUID: for task 4 of framework I1120 1679654912 Handling status update TASK FINISHED (UUID: for task 4 of framework from I1120 1680728064 Received status update TASK FINISHED (UUID: for task 4 of framework I1120 1680728064 Forwarding status update TASK FINISHED (UUID: for task 4 of framework to I1120 1679654912 Status update TASK FINISHED (UUID: for task 4 of framework from I1120 1680728064 Sending for status update TASK FINISHED (UUID: for task 4 of framework to I1120 1679654912 Removing task 4 with resources cpus( on slave I1120 1679654912 Asked to unregister framework I1120 1679654912 Removing framework Failure Failed terminated with signal 'Abort trap: 6' (2688 ms) 1 test from ExamplesTest (2688 ms total) Global test environment tear-down 1 test from 1 test case ran. (2692 ms total) 0 tests. 1 test, listed below:",13503
3931,MULE-9660,mule,gsfernandes,description,2016-05-04 19:31:36.080,"h5. Problem According to refresh token is optional: Refresh tokens are credentials used to obtain access tokens. Refresh tokens are issued to the client by the authorization server and are used to obtain a new access token when the current access token becomes invalid or expires, or to obtain additional access tokens with identical or narrower scope (access tokens may have a shorter lifetime and fewer permissions than authorized by the resource owner). Issuing a refresh token is optional at the discretion of the authorization server. If the authorization server issues a refresh token, it is included when issuing an access token step (D) in Figure 1). More detail about this in: Successful Response The authorization server issues an access token and optional refresh token, and constructs the response by adding the following parameters to the entity-body of the HTTP response with a 200 (OK) status code: access token REQUIRED. The access token issued by the authorization server. token type REQUIRED. The type of the token issued as described in Section Value is case insensitive. expires in RECOMMENDED. The lifetime in seconds of the access token. For example, the value ""3600"" denotes that the access token will expire in one hour from the time the response was generated. If omitted, the authorization server SHOULD provide the expiration time via other means or document the default value. refresh token OPTIONAL. The refresh token, which can be used to obtain new access tokens using the same authorization grant as described in Section 6. scope OPTIONAL, if identical to the scope requested by the client; otherwise, REQUIRED. The scope of the access token as described by Section Current implementation of OAuth2 is expecting always to get refresh token so if the OAuth2 server during a refresh token operation sends only the access token Mule is failing to get the refresh token with the following exception: h5. Proposed Solution As described in the spec if there is a refresh token issued by the OAuth2 server it should be used for getting new access tokens if not it should fail when the current access token is no longer valid (after a 401 403 status code and before retrying the request) and a exception of type should be thrown. For instance:",2267
4174,MULE-7989,mule,rrinaudo,description,2014-11-21 20:23:52.170,"there 3 categories of needs: 1) Using ObjectStore as a user database - with queries, transactions, etc. 2) Using ObjectStore as a user key value store - for lookup tables, caching, connector oauth tokens, etc 3) Using ObjectStore for application state - idempotent router, until successful, etc. 1 is NOT a goal and I don't think we should spend a single cycle on this. People can use databases for that. If, at some point, we have time to do this - we can look at it. If anyone feels differently about this, ping me on slack and I can explain in more depth. For 2 and 3, we identified a few areas that need to be addressed. I am summarizing the discussion between Pablo and I, so some of this address part of the solution and not the problem :). I think it's all open for debate FWIW. We need to clarify the semantics around persistence and clustering for ObjectStores. We identified 3 different modes that we need to support clustered + persistent, clustered + Right now, CloudHub implements clustered + persistent, while ESB implements clustered + Either we need to make this more explicit inside the ESB or remove one of the modes. Also, the two different modes have very different availability on cloudhub, so it's important to know what type of persistence a component is selecting. Partionable object store stuff is currently very messy. it's supposed to be an internal semantic, but it gets exposed to consumers routers). shoudl be handling underneath the covers. If not, this ends up being a layer on top of ObjectStores, and it becomes harder to build a management interface around it. Key-value store use cases require an update method. We need to document the consistency model - write first wins We need an ObjectStore which can use the new database connector for on-prem customers. We need an easy way for users to specify new object stores via XML which get created via the Use case here is that I want to specify an objectstore specifically for my cache which has a specified TTL and maximum of values. I don't believe this is possible right now. (rinse and repeat for any other mule component) Pablo Abad - we didn't talk about 6, but I thought of it while writing this up, so just capturing it. Please let me know your feedback on this. Acceptance criteria: * create jiras for tasks associated to creation of this feature",2339
4175,MULE-7989,mule,dandiep,description,2014-11-21 21:34:44.450,"there 3 categories of needs: 1) Using ObjectStore as a user database - with queries, transactions, etc. 2) Using ObjectStore as a user key value store - for lookup tables, caching, connector oauth tokens, etc 3) Using ObjectStore for application state - idempotent router, until successful, etc. 1 is NOT a goal and I don't think we should spend a single cycle on this. People can use databases for that. If, at some point, we have time to do this - we can look at it. If anyone feels differently about this, ping me on slack and I can explain in more depth. For 2 and 3, we identified a few areas that need to be addressed. I am summarizing the discussion between Pablo and I, so some of this address part of the solution and not the problem :). I think it's all open for debate FWIW. We need to clarify the semantics around persistence and clustering for ObjectStores. We identified 3 different modes that we need to support clustered + persistent, clustered + Right now, CloudHub implements clustered + persistent, while ESB implements clustered + Either we need to make this more explicit inside the ESB or remove one of the modes. Also, the two different modes have very different availability on cloudhub, so it's important to know what type of persistence a component is selecting. Partionable object store stuff is currently very messy. it's supposed to be an internal semantic, but it gets exposed to consumers routers). shoudl be handling underneath the covers. If not, this ends up being a layer on top of ObjectStores, and it becomes harder to build a management interface around it. Key-value store use cases require an update method. We need to document the consistency model - write last wins We need an ObjectStore which can use the new database connector for on-prem customers. We need an easy way for users to specify new object stores via XML which get created via the Use case here is that I want to specify an objectstore specifically for my cache which has a specified TTL and maximum of values. I don't believe this is possible right now. (rinse and repeat for any other mule component) Pablo Abad - we didn't talk about 6, but I thought of it while writing this up, so just capturing it. Please let me know your feedback on this. Acceptance criteria: * create jiras for tasks associated to creation of this feature",2338
4290,MULE-6861,mule,pabad,description,2013-07-04 15:24:33.993,"h1. Watermarking Right now, when a poll needs to deal with updated objects, we use watermarks as an approach to filter out elements that were already processed. Watermarks require a value to be persisted across flow invocations. Typically, this value will have a default the first time used, and will be used as part of a query or outbound request. Based on how the flow processes the results, the value may be updated. This can be done using several steps: - Fetch a value form a persistent object store and save it as a flow variable - Refer to the flow variable when doing a query outbound request - Update the variable based (either once - the watermark is the date of the query, or per record - the watermark is the highest id from an object) - At the end of the processing, persist the value to the persistent object store This pattern is very common in flows. Enough common to deserve better support. To make this easier out of the box we will add a new optional parameter to that will provide the watermarking variable persistence out of the box. Watermark Example: h2. Watermark properties (required): In case that the key above can't be found on the object store, the default expression is used to generate a value. This is useful for the first run of the flow (optional): A reference to the object store you wish to use to store the watermarks. If not provided, the default object store will be used h2. Watermark behaviour When uted, it goes to the configured object store looking for a value of the given key. If found, that value is exposed through a flowVar using the same key. Watermark will also fire a notification interceptable by the event tracking module. The underlaying tracking event will be enriched with the watermark value. If the flow was correctly uted, then the watermark will be updated. If the intercepted processors throw any exceptions, then the watermark will not be updated. Since the watermark is stored in the object store, the user can always use a exception strategy to put a custom value in case of failure.",2048
4291,MULE-6861,mule,fernando.federico,description,2013-07-15 16:23:23.011,"h1. Watermarking Right now, when a poll needs to deal with updated objects, we use watermarks as an approach to filter out elements that were already processed. Watermarks require a value to be persisted across flow invocations. Typically, this value will have a default the first time used, and will be used as part of a query or outbound request. Based on how the flow processes the results, the value may be updated. This can be done using several steps: - Fetch a value form a persistent object store and save it as a flow variable - Refer to the flow variable when doing a query outbound request - Update the variable based (either once - the watermark is the date of the query, or per record - the watermark is the highest id from an object) - At the end of the processing, persist the value to the persistent object store This pattern is very common in flows. Enough common to deserve better support. To make this easier out of the box we will add a new optional parameter to that will provide the watermarking variable persistence out of the box. Watermark Example: h2. Watermark properties (required): In case that the key above can't be found on the object store, the default expression is used to generate a value. This is useful for the first run of the flow (optional): A reference to the object store you wish to use to store the watermarks. If not provided, the default object store will be used h2. Watermark behaviour It is bound to synchronous flows only. If not then it ution must fail If no value is found for that key in the object store, then the is uted and that value is exposed through the flowVar. The message processors will be uted. After updating the object store, another notification is fired to the event tracking system so that the new value can also be recorded there In case the watermark value is not serializable then fail the store of the watermark in the object store",1906
4292,MULE-6861,mule,alejandro.sequeira,description,2013-07-17 16:51:07.845,"h1. Watermarking Right now, when a poll needs to deal with updated objects, we use watermarks as an approach to filter out elements that were already processed. Watermarks require a value to be persisted across flow invocations. Typically, this value will have a default the first time used, and will be used as part of a query or outbound request. Based on how the flow processes the results, the value may be updated. This can be done using several steps: - Fetch a value form a persistent object store and save it as a flow variable - Refer to the flow variable when doing a query outbound request - Update the variable based (either once - the watermark is the date of the query, or per record - the watermark is the highest id from an object) - At the end of the processing, persist the value to the persistent object store This pattern is very common in flows. Enough common to deserve better support. To make this easier out of the box we will add a new optional parameter to that will provide the watermarking variable persistence out of the box. Watermark Example: h2. Watermark properties (required): In case that the key above can't be found on the object store, the default expression is used to generate a value. This is useful for the first run of the flow (optional): A reference to the object store you wish to use to store the watermarks. If not provided, the default user object store will be used h2. Watermark behaviour It is bound to synchronous flows only. If not then it ution must fail If no value is found for that key in the object store, then the is uted and that value is exposed through the flowVar. The message processors will be uted. After updating the object store, another notification is fired to the event tracking system so that the new value can also be recorded there In case the watermark value is not serializable then fail the store of the watermark in the object store",1911
4424,NEXUS-9286,nexus,jtom,description,2015-10-01 18:02:11.520,"When testing npm, I just noticed a very similar thing to NEXUS-9109 (pre-fix). I had a bunch of npm components and was doing a non-custom keyword search. Searching for ""test"" shows over a page worth of component results. I searched for ""testproject1"" and there was one result (as expected, I had created it). Limiting to ""testp"" shows no results (because of lack of wildcard * - aka NEXUS-8884). However, then limiting back to ""test"" seemed to show no results. After a couple times reproing this, I noticed a scroll on the right side. This occurs despite the fix for NEXUS-9109. See attached vids. Setup config steps: setup of data 1) Setup your npm instance as edits and nexus repos). WARN: Due to not committed fix turn strict content validation off for Proxy or step 4 will fail to build. 2) Download user package from and unzip 3) From that directory, run Kelly's script ( to get everything into Nexus Hosted. NOTE: This takes a while. Some will error but most should go through ""+ "" . Can recheck browse for npmhosted if you're unsure. 4) Following test hosted and proxy. Note repository differences in configuration of package local. This further populates each repo; I did 2 hosted tests. Let me know if you need more details here. Trying not to retype what's already documented performing bug (as vid) 5) Go to Search 6) Type in ""test"" 7) After results, adjust to ""testproject1"" (or whatever you named your hosted package) 8) After result, adjust to ""testp"". Should see no results because of lack of wildcard symbol. 9) After a few seconds, adjust to ""test"". No results show. Scroll shows (on my Scrolling reveals results.",1630
