,key,project,author,field,created,text,textLength
1117,XD-1084,xd,mark.pollack,description,2013-11-18 20:47:51.578,Functionality adopted from spring batch admin Should include springmvc test framework style tests GET - Get information on a given step ution,141
1118,XD-1083,xd,mark.pollack,description,2013-11-18 20:47:59.684,Adopted functionality from spring batch admin Should include springmvc test framework style tests GET - Get information on all steps of a given job ution,153
1119,XD-1082,xd,mark.pollack,description,2013-11-18 20:48:07.884,Adopted functionality from Spring Batch admin Should include springmvc test framework style tests GET utions - Get information on all utions of a given job name.,161
1120,XD-1082,xd,mark.pollack,summary,2013-11-18 20:56:09.153,Create REST API for getting information on all job utions for a given name,74
1121,XD-1082,xd,hillert,summary,2013-11-21 20:34:00.245,Create REST API for getting information on all job utions for a given ution id,78
1122,XD-1082,xd,iperumal,summary,2013-11-25 12:09:17.774,Create REST API for getting information on a job ution for a given ution id,75
1123,XD-1078,xd,hillert,summary,2013-11-18 11:21:25.993,"Add ""spring-xd- "" directory to Git repo",39
1124,XD-1077,xd,mark.pollack,description,2013-11-18 18:13:11.960,"Develop out a Proof of concept for review that allows users to easily create a new Java based module to Spring XD. An ideal flow would be 1. In the shell, have a command to create a new custom module - for example a stream processor. This would pick the appropriate starter pom to create an XD application. 2. Open up the project in an IDE. There should be a shell of code that has a Processor module and also something in the test directory the shell of some code for testing the module. 3. On the command line, issue a command equivalent to mvn that would build, test and create an packaged file (single) that can be dropped into a module registry directory The same general flow would apply for batch jobs. ATM XML centric stream defs batch job defs would be sufficient. Having the option for JavaConfig style batch job definitions would be nice as there isn't a DSL for batch jobs (and likely won't be except for a trivial case). One shouldn't have to restart the xd-container in order to use this new processor.",1016
1125,XD-1077,xd,david_syer,description,2013-11-20 05:37:55.525,Develop out a Proof of concept for review that allows users to easily create a new module to Spring XD. Key features to be enabled: 1. Allow existing modules to be included as a classpath dependency 2. Consolidate shared libraries in existing modules a shared lib for all gemfire modules) 3. User develops a module as a normal Java project 4. User's project can then be added to a runtime container in the same way (as a dependency) Nice to have: 1. at development time container can run continuously and pick up changes from user's module project. 2. Java config for a module. 3. command line functionality to create project scaffolding.,638
1126,XD-1075,xd,eric.bottard,description,2013-11-18 08:26:18.775,Migrating to boot dropped the XD banner and its info. Can be restored using eg a boot Initializer and removing the default boot banner,134
1127,XD-1073,xd,dturanski,summary,2013-11-15 12:02:25.354,Change default container port from 9000 to 8080,47
1128,XD-1073,xd,dturanski,description,2013-11-15 12:03:08.096,Change the default port since it conflicts with the default port for the http source,84
1129,XD-1073,xd,mark.pollack,summary,2013-11-18 21:19:56.387,Change default container port from 9000 to something else,57
1130,XD-1072,xd,mark.pollack,summary,2014-01-10 12:09:24.269,Add bridge module,17
1131,XD-1068,xd,eric.bottard,summary,2014-03-04 07:40:09.032,Remove existing 'purpose built' json processors and ensure all functionality is still available with jsonPath based SpEL expression based processors,148
1132,XD-1060,xd,mark.pollack,summary,2014-01-28 22:53:03.109,Add support for Hortonworks Data Platform,41
1133,XD-1053,xd,mark.pollack,description,2013-11-11 16:32:50.628,"This will allow for some easy demonstration of how 'HATEOS' works via links in our REST API. There are probably some quite useful commands here that could be used from the Spring Data REST shell longer term, but a good place to take a look at now. Goal is to show how metrics such as counters are accessible w o having to switch tabs to use wget. The pretty printing of the returned JSON is an important feature to help understand the response, this functionality can be taken from reused from the Spring Data REST shell",520
1134,XD-1051,xd,mark.fisher,summary,2013-11-11 06:15:39.627,Rename or reconsider the command,32
1135,XD-1048,xd,eric.bottard,description,2013-11-18 07:38:09.940,"This would be a combination of the existing aggregate counter and field value counter functionality. For example if the stream data was for car purchases some fields might be colour, make and model. When analysing the aggregate data I dont just want to know how many were sold on Monday, but how many of each make or how many of each colour, or how many of a particular colour, make AND model. This would allow a dashboard type client to 'drill down' into each dimension or combination of dimensions (in real time without uting batch queries against the raw data) Ideally the aggregate counter would be specified as stream create mytap The keys would be dynamically created according to the field values in each record (ie in a similar way to the field value counter you would not need to predefine field values) and keys would be created for all combinations of the fields specified eg the record would increment the following key counters (in addtion to the existing time buckets) ie the actual keys would look something like etc This may seem like it would generate a lot of key combinations but in practice the data generated will still be massively less than the raw data, and keys will only be created if that combination occurs in a time period. Also some fields may be dependent on each other (such as make and model in the above example) so the amount of possibilites for those composite keys would be a lot less that the number of one times the number of the other.",1475
1136,XD-1045,xd,eric.bottard,summary,2013-11-18 03:58:51.132,Create project for model that is common between client and server,65
1137,XD-1043,xd,eric.bottard,summary,2013-11-18 07:39:43.811,Encapsulate list of within a parsed Stream result object,56
1138,XD-1034,xd,mark.pollack,description,2014-06-06 10:58:48.849,"This relates to XD-871 which provides a good scenario. stream create s1 ""http log stream create s2 ""http log The second command results in an error message that the port is in use but the stream definition is still saved. Since create + deploy is a logical unit of work, it should follow transactional semantics. In other words if the deploy fails, the repository should be rolled back (or a compensating destroy should be performed). Note this should not be handled the same way if create and deploy happen separately. In that case, the stream definition should remain.",570
1139,XD-1031,xd,mark.pollack,description,2013-11-04 11:56:05.393,"Use a modal dialog to specify runtime parameters. There should be a little text are that gives hints as to the spring batch parameter key value conventions, for type. Might be a good idea to have a checkbox that lets you select to 'auto increment' job instance number. 4 columns key, value, type, identifying and an 'add parameter' button that adds a new row. This would appear as a modal dialog box, polling of the state of the deployments would be suspended while the job parameter modal dialog box is shown.",510
1140,XD-1029,xd,grussell,summary,2013-11-04 10:55:26.891,Migrate to SI Redis Queue and Topic Adapters,44
1141,XD-1012,xd,grenfro,description,2013-11-15 09:46:31.542,Currently HSQLDB is the only option for batch jobs. This should be configurable so that a user may select another JDBC data store option. Steps: hsql prefixes should be changed to batch-jdbc JDBC Driver needs to be configurable HSQLServerBean should be renamed to something Tests: Should be able write tests that support HSQLDB,327
1142,XD-1012,xd,mark.pollack,summary,2013-11-18 13:29:07.400,"DataSource for batch infrastructure should be configurable, not hardcoded to hsqldb",83
1143,XD-1009,xd,mark.pollack,summary,2013-11-18 21:34:35.263,Don't perform error-level logging for normal application behavior in batch admin functionality,94
1144,XD-1005,xd,mark.pollack,summary,2013-11-04 12:07:21.203,UI: User should be able to filter the list of utions on the ution tab,69
1145,XD-1002,xd,mark.pollack,description,2013-11-04 11:41:34.591,"On clicking a specific job name in the deployed jobs list, we need to redirect the user to show the list of all the job utions on that job. User should be able to navigate back to the deployed jobs list.",203
1146,XD-997,xd,mark.pollack,summary,2014-02-11 07:44:30.428,The HDFS Sink should support writing POJOs to HDFS using Avro Kite SDK with support for partitioning,100
1147,XD-994,xd,thomas.risberg,summary,2013-10-22 15:18:46.079,The HDFS Sink should support writing POJOs to HDFS using Parquet,64
1148,XD-994,xd,mark.pollack,description,2014-01-29 11:18:55.361,Writing POJOs using Kite SDK,28
1149,XD-990,xd,thomas.risberg,description,2013-10-22 14:43:16.665,"Support writing lines of text separated by a delimiter Support writing a CSV variables), TSV (tab-separated variables), No compression",134
1150,XD-987,xd,mark.pollack,description,2013-10-22 08:37:46.904,The ItemReader will read multiple files from HDFS and the data will be converted to a tuple data structure The ItemProcessor will be a no-op groovy script. The ItemWriter will write the data to a MongoDB collection the sample job should be documented*,251
1151,XD-986,xd,mark.pollack,description,2013-10-22 08:50:07.260,"Create a new tasklet implementation that will use the ANT globbing like syntax found in to specify the input files, and use FsShell to invoke a command with a specified HDFS output directory. The batch job would call the tasklet.",229
1152,XD-985,xd,mark.pollack,summary,2013-10-22 13:10:12.655,Create OOTB stream that polls for files in a directory and launches a batch job.,80
1153,XD-985,xd,mark.pollack,description,2013-10-22 13:10:35.102,"Same processing as XD-984, but the job instacne is launched via an event from the input file source. Supporting a single file per job launch is OK. job create blah ""filehdfs"" stream create csvStream ""file the job should be documented*",234
1154,XD-985,xd,luke,summary,2013-11-01 08:51:34.261,Create OOTB 'file to HDFS' batch import job that is launched by a stream.,73
1155,XD-984,xd,mark.pollack,summary,2013-10-22 08:30:43.970,Create OOTB batch job for import and processing multiple files to JDBC,70
1156,XD-984,xd,mark.pollack,description,2013-10-22 08:37:32.134,Create a sample batch job for inclusion in the distribution that will perform the following tasks. ItemReader Support for CSV (assume first line has header values) Provide groovy based no-op ItemProcessor. (configurable) ItemWriter Provide The sample job should be documented**,277
1157,XD-984,xd,luke,Comment,2013-10-23 05:44:44.856,"Dude, aren't those Hadoop properties?",37
1159,XD-983,xd,mark.pollack,summary,2014-02-19 06:28:06.875,Writing to HDFS -,17
1160,XD-982,xd,mark.pollack,summary,2013-10-22 10:27:39.397,OOTB batch jobs for common cases,32
1161,XD-981,xd,thomas.risberg,description,2013-11-25 07:58:18.640,We used to have a shared dependency in the lib dir. That's no longer there so hadoop distros that require this now fail (at least any hadoop based ones) We should also upgrade to current Hadoop versions (Hadoop stable),218
1162,XD-980,xd,grenfro,description,2013-10-21 15:06:33.671,"For each of the containers: Setup XD HOME variable Copy the configurator to containers Verify that configuration files are setup correctly Report if container started. (using jmx Jolokia, if available) If it didn't start report failure but continue. Integration Testing For each container: Verify that container is working by creating a stream in admin (trigger log). Verify that the log on the container is being updated.",422
1163,XD-977,xd,grenfro,description,2013-10-21 14:38:07.942,Copy the distribution from the shared EBS S3 the ebs volume assigned to the each node admin instance . Unzip the distribution from on the ebs volume for the instance to the home ubuntu directory ** make sure privileges are set to ubuntu not root.,246
1164,XD-977,xd,grenfro,summary,2013-10-21 15:09:58.282,Deploy distribution zip to each XD Instance as specifed by user URI,67
1165,XD-977,xd,mark.pollack,summary,2013-10-22 08:09:30.635,Add functionality to download XD distribution zip to each EC2 instance as specified by user,91
1166,XD-977,xd,mark.pollack,description,2013-10-22 08:13:38.890,Copy the distribution from the shared EBS S3 the ebs volume assigned to the each node admin instance . Unzip the distribution from on the ebs volume for the instance to the home ubuntu directory Create a JUNit style integration test that Invoke the application functionality (should be a 1 liner) that will start up the instance and download the .zip distribution from the URI provided in Verify the file is now in EBS S3 and also on the instance Create new instance passing in the same URI of the .zip distribution. Verify as before,533
1168,XD-974,xd,thomas.risberg,summary,2013-10-22 14:34:36.521,The HDFS Sink should support compressing files as they are copied,65
1169,XD-972,xd,mark.pollack,summary,2013-10-21 13:22:38.305,Create CI for XD-EC2 project,28
1170,XD-970,xd,grenfro,description,2013-10-21 15:01:36.122,The install script steps: Setup XD HOME variable Create configurator directory Use port watch to make sure they started use port watch to make sure the admin started on 9393 Report public DNS name of admin-server Verify XD admin has been started Query the redis to see if the stream was created.,295
1171,XD-970,xd,grenfro,summary,2013-10-21 15:03:29.116,Install XD admin instance on EC2,32
1172,XD-969,xd,grenfro,description,2013-10-21 13:36:52.642,"TBD. JClouds itself has extensive testing, can look at those for structure. Verify ports are open Instance Information Report successful and failed Instances * Allow user to send in a JCloud script to boot strap server.",219
1173,XD-969,xd,mark.pollack,summary,2013-10-22 08:08:15.417,Add functionality to provision EC2 instance and mount EBS,57
1174,XD-969,xd,mark.pollack,description,2013-10-22 08:14:33.234,"Create a Spring Application Context. Associate EBS shared volume for each machine instance Use gradle application plugin to generate a bin directory with a script to start the application. See Create a POJO to easily reference these properties, vs. using a raw java Properties object. How to verify it works Create JUnit based tests. JClouds itself has extensive testing, can look at those for structure. Verify ports are open Instance Information Report successful and failed Instances. Key-Value pairs in configuration file properties may include: the access key assigned to you by admin the private key file assigned to you by admin. Used for ssh-ing into number of to deploy for this cluster. Value is an integer 0 url to download the XD to install. for example: * ami The ami image to use for your cluster. for example: ami-dfadsfdadf",839
1175,XD-968,xd,grenfro,summary,2013-10-21 13:18:04.366,Create google doc with instructions on managing EC2 Instances,61
1176,XD-967,xd,grenfro,summary,2013-10-21 13:27:48.702,User requires wiki page on how to use the XD EC2 Installer,58
1177,XD-961,xd,grenfro,description,2013-10-18 11:37:48.471,"Here is an example: the following request for streams: Returns: This XML file does not appear to have any style information associated with it. The document tree is shown below. Could not marshal PagedResource , links: : null; nested exception is - with linked exception:",271
1178,XD-949,xd,mark.pollack,summary,2013-10-22 08:54:02.614,Spike for job that exports HDFS CSV data to JDBC,48
1179,XD-948,xd,luke,summary,2013-10-11 05:44:15.166,Provide job that imports data from CSV file to HDFS,51
1180,XD-948,xd,mark.pollack,summary,2013-10-22 08:53:50.197,Spike for job that imports data from CSV file to HDFS,53
1181,XD-947,xd,mark.pollack,description,2013-12-04 20:13:29.811,SPI for deployment on to YARN + Local 'dirt' cluster.,53
1182,XD-938,xd,mark.fisher,description,2014-03-31 11:01:34.716,"With PR 340, listing of runtime modules with a non-existent containerId will display empty table. Instead, we can throw exception saying Container doesn't exist.",161
1183,XD-936,xd,mark.pollack,summary,2013-10-10 15:48:50.651,Find runtime modules by type and or name,40
1184,XD-928,xd,grenfro,description,2013-10-08 08:35:15.218,"Rename source-config to All xml files should be prefixed with test. testsource, testsink * Make sure all tests pass with new configuration",138
1185,XD-925,xd,mark.pollack,summary,2014-05-15 14:01:19.243,Document REST API,17
1186,XD-925,xd,dturanski,summary,2014-06-24 09:35:04.000,Investigate Swagger to generate REST API Documents,50
1187,XD-923,xd,grenfro,description,2013-10-04 10:07:08.933,User wants to be notified when a exception is thrown in a module. Create an error channel that a user can tap into to receive failures for each module. The payload of the message will be the message that failed. The header will contain the exception information. Possibly have an error channel at the stream level?,314
1188,XD-923,xd,sabby,Acceptance Criteria,2014-10-20 10:30:21.325,Possibly have an error channel at the stream level * The payload of the message will be the message that failed,111
1189,XD-923,xd,sabby,Out of Scope,2014-10-20 10:30:21.325,DLE naming configs * Routing key options,40
1190,XD-923,xd,sabby,description,2014-10-20 10:30:21.325,"As a user, I'd like to be notified when a exception is thrown in a module so that I can tap into an error channel to receive the failures for each stream module.",161
1191,XD-918,xd,eric.bottard,description,2013-10-11 02:22:54.782,"See also XD-903, XD-915 A lot of dependencies have been added with the ""compile"" scope as an oversight over time. Some of them are only required at runtime, some may not be required anymore.",190
1192,XD-917,xd,dturanski,description,2014-07-10 04:29:33.791,Enhance the stream parser to take message conversion into account in order to validate or automatically configure converters. For example: source sink is likely invalid since XD doesn't know how to convert Foo- Bar.,215
1193,XD-916,xd,eric.bottard,summary,2013-10-11 02:21:39.088,File source should be able to produce file contents or file reference,69
1194,XD-914,xd,eric.bottard,summary,2013-10-11 02:22:34.082,Remove existing 'purpose built' json processors and replace with documentation using jsonPath functionality,107
1195,XD-914,xd,mark.pollack,summary,2013-11-15 08:14:56.839,Add documentation for jsonPath functionality with SpEL based processors,71
1196,XD-910,xd,grenfro,description,2013-10-01 18:57:02.141,"Offers the functionality to make http request to a web service. outbound http gateway. Example stream create foo ""trigger rest stream create foos ""trigger rest log""",164
1197,XD-910,xd,grenfro,summary,2013-10-01 18:59:26.889,Add a Processor for Restful webservices,39
1198,XD-904,xd,kparikh,summary,2013-09-27 00:37:49.234,Fix hardcoded redis port from tests,35
1199,XD-900,xd,grussell,description,2013-09-24 13:32:47.234,"When INT-3133 is resolved, SpEL s are inherited from parent contexts. Instead of adding the to each module's context, add it to the parent instead.",147
1200,XD-900,xd,grussell,summary,2013-09-25 13:27:47.841,Move SpEL to Module Parent Context,34
1201,XD-897,xd,thomas.risberg,summary,2013-10-22 11:40:44.173,The HDFS Sink should support copying File payloads,50
1202,XD-897,xd,thomas.risberg,description,2013-10-22 11:42:09.595,"We should support payloads in order to support non-textual file and large text file payloads being uploaded to HDFS. Currently text file payloads are converted to a text stream in memory and, non-String payloads are converted to JSON first, using an Ultimately we need to support streams such as ""file hdfs"" where the actually payload being copied to HDFS is not necessarily JSON or textual. Need to be able to support headers in the message that will indicate which HDFS file the data should be stored in.",506
1203,XD-896,xd,dturanski,description,2013-09-24 06:51:41.671,"The ability to configure message conversion via parameters. Consider programatic configuration of data type channels. Values can be media type, or a java class name.",165
1204,XD-877,xd,jencompgeek,description,2013-09-20 07:32:05.790,"When JMX is enabled, the Module's output channel processed by StreamPlugin is a Proxy. Thus it fails the ""instanceof"" test used to apply the WireTap to the output channel.",171
1205,XD-876,xd,eric.bottard,summary,2013-10-11 02:35:46.408,Execute hadoop script in service activator,42
1206,XD-876,xd,mark.pollack,summary,2014-01-28 19:20:20.037,Create FsShell based module to copy a File to HDFS,50
1207,XD-876,xd,jvalkeal,description,2014-01-29 00:43:56.202,"Spring batch workflows are great for complex hadoop operations but if I want to create a simple processor that utes some hadoop fs in groovy, it would be nice to do this: The goal of this hadoop script is to use in a stream like script"" that puts a file byte for byte to hdfs. An enhanced hdfs sink that's optimized for binary data like images pdfs might be more elegant but I was hoping that this would work. This script gets ignored by Spring XD. But even if it didn't, I am not sure the ""-"" stdin put would work as hoped.",524
1208,XD-874,xd,mark.pollack,summary,2014-01-28 19:15:29.505,"For file based item reader jobs, step job completion message should have name of file sent on named channel",107
1209,XD-872,xd,mark.pollack,summary,2014-06-06 12:48:00.873,Make in-memory meta data stores persistent,42
1210,XD-859,xd,mark.pollack,summary,2013-09-18 07:40:13.345,Support for listing of modules in the REST API,46
1211,XD-857,xd,eric.bottard,description,2013-10-11 02:24:37.345,"Apart from sanity checks, there is not much that ties to actual Using the Resource abstraction would work just the same, and would allow loading modules from the classpath in constrained environments CF YARN",207
1212,XD-857,xd,mark.pollack,description,2013-10-21 06:46:56.551,"Apart from sanity checks, there is not much that ties to actual Using the Resource abstraction would work just the same, and would allow loading modules from the classpath in constrained environments or other file (HDFS HTTP)",225
1213,XD-852,xd,aclement,description,2013-09-18 15:17:25.595,Wildcard support for associating inbound and outbound channels with modules. The wild card will be represented by an asterisk ' send message to all jobs myEmailSource tap: foo bar myEmailSource,193
1214,XD-850,xd,mark.pollack,summary,2014-01-08 13:39:39.676,JAR version mismatches,22
1215,XD-849,xd,eric.bottard,summary,2013-10-01 09:11:22.392,Gemfire modules should support connection via locator,53
1216,XD-848,xd,willmcqueen,description,2013-09-14 15:28:18.737,"The at: ""Before we accept a non-trivial patch or pull request we will need you to sign the contributor's agreement"" Navigating to the link takes the user to the ICLA web page at: exp: The Project field's dropdown should have an option for ""Spring XD"" act: There's no ""Spring XD"" option",285
1217,XD-847,xd,thomas.risberg,description,2013-09-18 09:08:19.385,"We should adjust our options to the ones supported in the new - hadoop12 (default), cdh4, hdp13, phd1, hadoop20 This includes updating the wiki pages",149
1218,XD-846,xd,mark.pollack,description,2013-09-24 08:01:14.681,Tap and using numbers instead of module names.,46
1219,XD-841,xd,tobias79,description,2013-09-12 16:58:34.333,"Like just discussed after the Spring One session, it would be nice to have a packaging model for custom modules. Instead of putting all libs in one directory and an XML in another, it could be a fat jar including some metadata file pointing to either an XML or to a JavaConfig configuration class inside the jar. Some more words why I think it's important to have something like that: Spring XD can be very well used in the enterprise, and at least for job modules it's likely to have some dependencies. So what do you have to do now to deploy such a module? Build a jar with your build process, then get it from your repository, unpack it and somehow find the relevant XML to copy it into the appropriate folder, then inspect the POM to find out what all the dependencies are, direct and transient, and get them from your repository to copy them into the appropriate folder. And of course, copy the jar. And when using Spring XD in distributed mode, you have to do it several times. With the approach mentioned above you just build your fat jar with your build process and distribute it to all your nodes, nothing complicated. And if you implement it like that it's easy to have a JavaConfig support that's almost the same.",1224
1220,XD-840,xd,grussell,description,2013-09-11 16:55:35.901,As of and,9
1221,XD-840,xd,grussell,summary,2013-09-11 16:55:35.901,Fix Javadoc and Compiler Warnings,33
1222,XD-840,xd,mark.pollack,summary,2014-01-28 13:12:53.000,Fix Compiler Warnings,21
1224,XD-827,xd,dturanski,description,2013-09-07 14:21:02.637,Twitter search source should produce JSON or Pojo. The Pojo requires a custom wrapper class that is JSON friendly zero arg constructor). The twittersearch module should have a parameter true false (default true) to control the output type.,239
1225,XD-827,xd,dturanski,summary,2013-09-07 14:21:02.637,provide a property on twittersearch to enable the transformer,61
1226,XD-816,xd,mark.pollack,summary,2013-09-17 09:28:34.701,Support for composed streams,28
1227,XD-815,xd,mark.pollack,summary,2013-09-05 16:08:41.991,Updgrade to use M1 when available,33
1228,XD-815,xd,mark.pollack,description,2013-09-05 16:09:05.578,"Once is available, update the build to use it. Likely to be Sept 7 or 9",71
1229,XD-804,xd,mark.pollack,summary,2013-10-21 07:04:06.325,Add Named Channel API,21
1230,XD-796,xd,eric.bottard,summary,2013-09-16 06:02:59.859,"Create separate commands for "" shell commands",45
1231,XD-788,xd,hillert,summary,2013-08-29 10:22:40.937,Run JobCommands Tests against all transports,44
1232,XD-788,xd,mark.pollack,summary,2014-09-30 12:19:20.206,Add Integration Tests to run JobCommands Tests against all transports,69
1233,XD-786,xd,mark.pollack,description,2014-01-27 21:21:55.567,Should it be fatal vs. warning?,31
1234,XD-785,xd,eric.bottard,description,2013-08-29 08:06:54.774,"This came up when working on email source. There is and It would be nice to be able to put those in two profiles and have one of the profile being activated from module options email Don't know the runtime cost of activating profiles, but we could blindly activate profiles from all options passed explicitly : Not sure if this is the same as XD-132",349
1235,XD-780,xd,mark.pollack,summary,2014-01-28 17:38:39.232,Avoid use of module name twice in location when using a custom modules,70
1236,XD-777,xd,mark.pollack,summary,2014-06-06 12:07:12.025,Add validation on tap definitions that checks for module names that are part of the stream definition,101
1237,XD-771,xd,hillert,summary,2013-08-28 08:10:59.069,Shell: Add named channel list command,37
1238,XD-766,xd,grenfro,summary,2013-09-03 20:09:03.989,Parse needs to handle a embedded in a name.,43
1239,XD-766,xd,eric.bottard,summary,2013-10-11 02:24:59.162,Parser needs to handle a embedded in a name.,44
1240,XD-762,xd,mark.pollack,description,2014-01-27 21:10:20.512,This is issue depends on XD-761,31
1241,XD-754,xd,grussell,description,2013-08-25 07:11:26.418,and . references and is referenced by (and stopped).,52
1242,XD-750,xd,jvalkeal,description,2013-08-23 05:47:44.287,"1. We'll need a system which give better control of what yarn xd containers are out there and what is a status of those containers. 2. We also need grouping of containers order to choose, prioritize and scale tasks. 3. We need heartbeating of the grid nodes. Hadoop Yarn itself doesn't give enough tools to know if container is ""alive"".",336
1243,XD-744,xd,mark.pollack,description,2013-08-22 14:14:49.915,We should depend on $ $ we are using spring batch We need to depend on version,78
1244,XD-742,xd,mark.pollack,description,2013-08-22 13:20:53.519,"Spring Batch Admin provides a complete, but outdated implementation style, which covers the full administrative lifecycle of batch jobs, their creation, stop start, and retrieving information about previous job utions and the status of currently uting job utions. SpringXD has a different way of deploying, starting, and stopping jobs - by sending messages to containers that run the batch job. However, the reporting state of a job is still stored in a common job repository. The purpose of this story is to take the first step to merging in the existing code base that focuses only on the retrieval of information from Spring Batch Admins Job controller. The current REST API style of these commands should stay as close to the original spring batch admin style as possible. There are several reasons for this 1. It works, and time to springone is short, and we mgmt has expectations around deliverables that we must strive to meet. 2. It gives Andrew a working contract to start developing a UI 3. We can take on this technical debt, but refactor after RC1 and before GA while and deliver end-user functionality. Attached is the list of endpoints in spring batch admin",1171
1245,XD-737,xd,grenfro,description,2013-08-21 14:17:47.273,"Trigger can send a message to a named channel. For example: trigger create mytrigger ""trigger ' Luck, we are all counting on you'"" foo Where the contains the message that will be sent to foo job component.",205
1246,XD-734,xd,grenfro,description,2013-08-21 13:56:01.629,"When creating a job, a named channel will be created with a name of job. Required components: - A Transform See XD-733 - JobPlugin needs to create the NamedChannel for the job and associate the transform. will need an input channel? Name channel support will be required. - Add to job rest apis to notify system that a named channel is requested. *Unit Test",357
1247,XD-713,xd,mark.pollack,description,2014-01-27 20:55:50.001,nan,3
1248,XD-713,xd,mark.pollack,summary,2014-01-27 20:56:22.267,Support for based module definitions,36
1249,XD-711,xd,dturanski,summary,2013-08-19 11:45:27.588,MBeanServer should not be declared in module common configuration,65
1250,XD-709,xd,eric.bottard,description,2013-08-20 01:39:53.350,Remove unnecessary code that adds beans to shared context after refresh Scheduler should not be in - register it in,115
1251,XD-707,xd,mark.pollack,summary,2014-01-10 12:01:14.435,Support use of separate control and message transports,54
1253,XD-705,xd,mark.pollack,description,2013-08-19 09:34:26.696,"When a job is created in SpringXD, a for that job is also created. The listener for that channel will receive a message, be able to take the and other launch information from the message, and be able to launch run the job. NOTE: I can see a few other stories that should probably be made to break this up after writing it. I put estimate of 10 for now, but we should break this up. Here are some suggestions 1. create data only equivalent with primitive types 2. create jobLauncher source 3. create processor 4. Refactoring of aliasHing to use a callback strategy. job create helloWorldJob ""myjob The XD-Container that receives the deploy request message will create a module application context, will also create a channel with the Channel registry named after the job, :myJob. This should be a pub sub channel from the point of view of the middleware. From the point of view of the spring integration channel, it should ideally be of the utor channel. There is a limitation in the current implementation of now as only creates direct channels. The boolean aliasHint should probably be extended to some type of callback that creates a channel. The aliasHint was added to address the case of creating or looking up a queue backed channel or a direct channel. There will be a consumer on the SI channel in the module application context that will be responsible for getting the job launch information and launching the job. The launching of the job may need to be explicitly done in a separate thread if direct channels are created by the The contents of the message should be something similar to the current it needs to be easily serializable with simple types via JSON over the wire. The current impl of has ObjectMapper, so that may require a bit of reworking. The handler of the message will use the jobLauncher to launch the job, using the information in the How to verify it works* With the test we should be able to create the job job create helloSpringXD ""myjob"" This will not launch the job (as mentioned in the section. It would then be launched by jobLauncher :myJob where jobLauncher is a new source. Ideally would like to be able to test a data driven triggering. This would require a new file source that doesnt use the but lets a File object be the payload. file :myJob",2284
1254,XD-704,xd,jencompgeek,description,2013-08-19 12:51:21.245,Need to support Rabbit virtual host property in properties file and as args to Rabbit source and sink,101
1255,XD-702,xd,eric.bottard,summary,2013-08-16 05:59:11.958,stack overflow when trying to create a stream with the same name as a module,76
1256,XD-699,xd,iperumal,description,2013-08-14 16:25:10.602,"When trying to a tap that has reference to an already deleted stream fails with the following exception: Command failed 4): unrecognized stream reference ''. As expected, the lookupStream fails to find the stream name as the stream doesn't exist in the repository. In this scenario, what is a better way to handle the tap operations. Should we undeploy the tap when the stream is destroyed? ( though I don't see an easy way to find the taps that use a specific stream).",469
1257,XD-697,xd,dturanski,description,2013-08-14 13:08:58.425,Should be simple to test in isolation but also across transports (stream testing),81
1258,XD-696,xd,mark.pollack,summary,2014-01-27 14:43:11.948,"Update Gemfire, Transport, and Job Launch docs",46
1259,XD-689,xd,mark.pollack,summary,2013-09-17 09:09:43.175,Support of Message payloads across JVMs across all transports.,62
1260,XD-689,xd,dturanski,description,2013-09-17 10:09:28.977,String - byte byte - byte (no serialization) Pojo - configured serialization,76
1261,XD-685,xd,grussell,description,2013-08-13 10:48:38.597,Taps are currently source modules. They could be refactored to simply bridge the tapped module's tap pub sub topic directly (with conversion) to the first tap module's input channel. Note - ensure destroy works. Currently the tap is destroyed by the simple fact it is a module; if it's no longer a module we'll need special handling to stop remove the tap adapter.,364
1262,XD-672,xd,eric.bottard,summary,2013-10-11 02:25:40.962,Ugly error messages in shell when not connected,47
1263,XD-671,xd,mark.pollack,summary,2013-08-12 08:58:50.772,Add support for dynamic routing,31
1264,XD-657,xd,mark.pollack,summary,2014-01-28 15:50:32.854,Support polling configuration for named channel queues in CLI,61
1265,XD-654,xd,mark.pollack,summary,2013-10-21 14:42:58.746,Support explict named channel creation with configurable settings via the REST API and Shell,92
1266,XD-645,xd,jencompgeek,description,2013-08-08 19:58:13.288,"Need to undo the recent add of to Tried to work around this by configuring with only the PPC it needs (pointing to only but this caused issues with later requiring Would be nice to have a way for to contribute or something Also, strictly speaking, the local admin server does not even need let alone so we should find a cleaner way to configure this.",350
1267,XD-639,xd,mark.pollack,summary,2014-01-28 08:32:04.978,Update error message for usage of hadoop rm with option,55
1268,XD-637,xd,grussell,description,2013-08-10 09:58:19.656,"Factor out common Redis Rabbit code. Also, factor out common inbound tap code (very similar). Change transport nternals to Use instead of and .",143
1269,XD-630,xd,luke,Comment,2014-01-23 06:17:01.774,I tried uncommenting the assertions in this class (and also adding a Test annotation to which was missing one) and I don't see any errors. Perhaps this is no longer an issue?,174
1270,XD-626,xd,hillert,summary,2013-08-07 12:56:44.767,Shell: RestTemplate not posting using UTF-8,43
1271,XD-625,xd,grussell,summary,2013-08-07 10:59:17.446,Revert XD-624 When SI is Available,34
